aaaGene	Human_ERR1801011
GPFGEMDG_02400	324
GPFGEMDG_02402	0
GPFGEMDG_02408	0
GPFGEMDG_02411	486
GPFGEMDG_02412	0
GPFGEMDG_02413	725
GPFGEMDG_02422	0
GPFGEMDG_02424	0
GPFGEMDG_02425	0
GPFGEMDG_02426	458
GPFGEMDG_02431	500
GPFGEMDG_02433	371
GPFGEMDG_02444	219
GPFGEMDG_02445	143
GPFGEMDG_02447	0
GPFGEMDG_02451	0
GPFGEMDG_02456	35
GPFGEMDG_02457	0
GPFGEMDG_02460	188
GPFGEMDG_02461	276
GPFGEMDG_02462	0
GPFGEMDG_02470	429
GPFGEMDG_02478	2172
GPFGEMDG_02479	0
GPFGEMDG_02480	1242
GPFGEMDG_02481	263
GPFGEMDG_02485	2192
GPFGEMDG_02487	93
GPFGEMDG_02488	0
GPFGEMDG_02490	1057
GPFGEMDG_02496	152
GPFGEMDG_02498	1132
GPFGEMDG_02503	0
GPFGEMDG_02506	48
GPFGEMDG_02509	5478
GPFGEMDG_02510	0
GPFGEMDG_02511	0
GPFGEMDG_02512	0
GPFGEMDG_02513	0
GPFGEMDG_02514	0
GPFGEMDG_02515	0
GPFGEMDG_02516	0
GPFGEMDG_02517	0
GPFGEMDG_02518	0
GPFGEMDG_02521	0
GPFGEMDG_02522	0
GPFGEMDG_02523	0
GPFGEMDG_02524	344
GPFGEMDG_02525	1478
GPFGEMDG_02526	2661
GPFGEMDG_02527	729
GPFGEMDG_02528	0
GPFGEMDG_02530	0
GPFGEMDG_02531	77
GPFGEMDG_02532	0
GPFGEMDG_02533	0
GPFGEMDG_02534	0
GPFGEMDG_02535	0
GPFGEMDG_02536	388
GPFGEMDG_02537	2055
GPFGEMDG_02539	877
GPFGEMDG_02540	5067
GPFGEMDG_02541	140
GPFGEMDG_02542	0
GPFGEMDG_02543	412
GPFGEMDG_02544	0
GPFGEMDG_02546	0
GPFGEMDG_02547	0
GPFGEMDG_02548	0
GPFGEMDG_02549	0
GPFGEMDG_02550	0
GPFGEMDG_02551	0
GPFGEMDG_02552	0
GPFGEMDG_02553	0
GPFGEMDG_02554	0
GPFGEMDG_02555	0
GPFGEMDG_02556	0
GPFGEMDG_02557	0
GPFGEMDG_02558	0
GPFGEMDG_02559	0
GPFGEMDG_02560	0
GPFGEMDG_02561	0
GPFGEMDG_02562	0
GPFGEMDG_02563	0
GPFGEMDG_02564	0
GPFGEMDG_02565	0
GPFGEMDG_02566	0
GPFGEMDG_02567	419
GPFGEMDG_02568	0
GPFGEMDG_02569	0
GPFGEMDG_02570	0
GPFGEMDG_02571	443
GPFGEMDG_02572	31
GPFGEMDG_02573	0
GPFGEMDG_02576	0
GPFGEMDG_02577	504
GPFGEMDG_02578	0
GPFGEMDG_02579	0
GPFGEMDG_02580	0
GPFGEMDG_02588	114
GPFGEMDG_02593	3477
GPFGEMDG_02595	4112
GPFGEMDG_02606	0
GPFGEMDG_02607	0
GPFGEMDG_02608	0
GPFGEMDG_02612	0
GPFGEMDG_02617	0
GPFGEMDG_02619	0
GPFGEMDG_02620	0
GPFGEMDG_02627	0
GPFGEMDG_02629	1979
GPFGEMDG_02631	36
GPFGEMDG_02633	0
GPFGEMDG_02634	2852
GPFGEMDG_02635	1181
GPFGEMDG_02638	1490
GPFGEMDG_02640	704
GPFGEMDG_02644	0
GPFGEMDG_02652	20
GPFGEMDG_02654	0
GPFGEMDG_02657	0
GPFGEMDG_02659	0
GPFGEMDG_02660	0
GPFGEMDG_02661	2510
GPFGEMDG_02663	121
GPFGEMDG_02665	0
GPFGEMDG_02675	150
GPFGEMDG_02678	0
GPFGEMDG_02681	0
GPFGEMDG_02682	91
GPFGEMDG_02683	0
GPFGEMDG_02684	115
GPFGEMDG_02686	754
GPFGEMDG_02687	115
GPFGEMDG_02690	1
GPFGEMDG_02691	955
GPFGEMDG_02703	0
GPFGEMDG_02704	421
GPFGEMDG_02705	0
GPFGEMDG_02707	6358
GPFGEMDG_02708	343
GPFGEMDG_02718	230
GPFGEMDG_02719	0
GPFGEMDG_02720	0
GPFGEMDG_02721	0
GPFGEMDG_02722	119
GPFGEMDG_02724	36
GPFGEMDG_02726	742
GPFGEMDG_02727	78
GPFGEMDG_02730	347
GPFGEMDG_02732	0
GPFGEMDG_02733	3000
GPFGEMDG_02735	298
GPFGEMDG_02740	2401
GPFGEMDG_02742	0
GPFGEMDG_02748	0
GPFGEMDG_02749	0
GPFGEMDG_02751	0
GPFGEMDG_02752	0
GPFGEMDG_02753	0
GPFGEMDG_02759	0
GPFGEMDG_02760	147
GPFGEMDG_02761	0
GPFGEMDG_02762	461
GPFGEMDG_02763	554
GPFGEMDG_02764	113
GPFGEMDG_02766	0
GPFGEMDG_02767	0
GPFGEMDG_02768	326
GPFGEMDG_02769	822
GPFGEMDG_02770	3516
GPFGEMDG_02771	587
GPFGEMDG_02774	0
GPFGEMDG_02776	3314
GPFGEMDG_02777	0
GPFGEMDG_02778	80
GPFGEMDG_02780	0
GPFGEMDG_02781	102
GPFGEMDG_02782	13
GPFGEMDG_02783	0
GPFGEMDG_02784	0
GPFGEMDG_02785	0
GPFGEMDG_02787	0
GPFGEMDG_02788	0
GPFGEMDG_02789	327
GPFGEMDG_02791	0
GPFGEMDG_02792	0
GPFGEMDG_02793	0
GPFGEMDG_02799	0
GPFGEMDG_02800	219
GPFGEMDG_02801	0
GPFGEMDG_02803	444
GPFGEMDG_02804	0
GPFGEMDG_02805	0
GPFGEMDG_02806	0
GPFGEMDG_02807	337
GPFGEMDG_02808	0
GPFGEMDG_02809	0
GPFGEMDG_02810	0
GPFGEMDG_02812	4342
GPFGEMDG_02813	0
GPFGEMDG_02814	254
GPFGEMDG_02819	0
GPFGEMDG_02820	0
GPFGEMDG_02821	156
GPFGEMDG_02822	0
GPFGEMDG_02823	0
GPFGEMDG_02824	0
GPFGEMDG_02825	0
GPFGEMDG_02826	0
GPFGEMDG_02828	0
GPFGEMDG_02829	222
GPFGEMDG_02830	1
GPFGEMDG_02832	187
GPFGEMDG_02833	0
GPFGEMDG_02834	0
GPFGEMDG_02835	0
GPFGEMDG_02836	0
GPFGEMDG_02837	1481
GPFGEMDG_02838	0
GPFGEMDG_02839	91
GPFGEMDG_02840	0
GPFGEMDG_02841	486
GPFGEMDG_02842	0
GPFGEMDG_02843	0
GPFGEMDG_02844	0
GPFGEMDG_02845	0
GPFGEMDG_02846	0
GPFGEMDG_02847	0
GPFGEMDG_02850	75
GPFGEMDG_02851	0
GPFGEMDG_02852	4235
GPFGEMDG_02853	76
GPFGEMDG_02854	0
GPFGEMDG_02855	359
GPFGEMDG_02856	45
GPFGEMDG_02858	189
GPFGEMDG_02859	782
GPFGEMDG_02860	0
GPFGEMDG_02862	0
GPFGEMDG_02863	0
GPFGEMDG_02864	0
GPFGEMDG_02865	0
GPFGEMDG_02866	0
GPFGEMDG_02867	0
GPFGEMDG_02868	0
GPFGEMDG_02870	305
GPFGEMDG_02871	521
GPFGEMDG_02872	0
Int-Tn_1	0
Int-Tn_2	1799
abfA_1	0
abfA_2	1041
abgB_1	0
abgB_2	0
accA	0
accB	0
accD	0
ackA	6
acpA_1	0
acpP	0
acpS	0
act	0
acuI	2673
acuR	2273
acyP	0
adaA	1475
addA	36
addB	0
adeC	321
adh	783
adhE	5340
adhR	0
adk	0
aes_1	1280
aes_2	75
afr_1	747
afr_2	2118
agaC	0
agaSK_1	2018
agaSK_2	1358
agrA_1	2544
agrA_2	632
agrB	26
ahpC	50
ahpF	2220
alaA	530
alaS	0
albF	3770
aldC	253
algC	3900
alr	0
alsS	178
ampH	0
amt	101
anr	627
ansA	987
apbE	938
apc1	4977
appA	3102
apt	0
araA	0
araB	189
araC_1	0
araC_2	933
araC_3	0
araD	0
araN_1	9389
araN_2	7
araQ_1	0
araQ_2	0
araQ_3	500
araQ_4	426
araQ_5	66
araQ_6	0
araR_1	409
araR_2	772
arcA	40
arcB	365
arcC1	0
arcD1_1	1000
arcD1_2	2621
argR_1	0
argR_2	411
argR_3	0
argS	0
arlR_1	65
arlR_2	0
arlS	0
aroA	213
aroB	1100
aroC	72
aroD	0
aroE	945
aroF	4
aroK	8
arsC	164
artM_1	0
artM_2	204
artM_3	68
asd	575
asnB	0
asnS	122
aspS	0
atpA	39
atpB	0
atpC	0
atpD	0
atpE_1	0
atpE_2	0
atpF	0
atpG	0
atpH	0
axe2	91
azoR	92
bacC	3
banIM	0
bbmA	1997
bca	10791
bceA_1	0
bceA_2	21
bceB_1	86
bceB_2	3653
bcr	0
bcrC	4385
benM	429
bepA	0
betI	153
bfrA	624
bglC	1944
bglF_1	1554
bglF_2	0
bglF_3	403
bglH_1	2242
bglH_2	626
bglK	1665
bin3_1	882
bin3_2	443
bin3_3	1377
bin3_4	806
bioY2	1455
birA	0
bmr3	3540
brnQ_1	485
brnQ_2	163
bsaA	0
bsdC	127
cadA	0
cah	0
carA	0
carB	0
cas2_1	0
cas2_2	0
catE	0
catM	0
cbh_1	0
cbh_2	1027
cbh_3	38
cca	0
ccpA_1	73
ccpA_2	0
ccpB	229
cdaA	0
cdaR_1	0
cdaR_2	0
cdd	0
cdr_1	2498
cdr_2	3105
cdsA	0
celA_1	22
celA_2	0
celA_3	0
cfa	0
cfiB_1	0
cfiB_2	0
cggR	171
chbC	338
chbR	1087
chrR	0
chvE	1388
cinA	0
citS	241
clcA	3231
clpB	6
clpC	42
clpE	3862
clpP_1	0
clpP_2	6
clpX	0
clpY	0
clsA_1	0
clsA_2	6693
cmk	0
cmpD	74
cmtB_1	0
cmtB_2	0
cna	1327
coaA	0
coaBC_1	0
coaBC_2	0
coaD	0
coaE	0
cobB	1160
cobQ	0
codY	76
coiA	660
comC	0
comEA	136
comEC	456
comFA	285
comGA	2212
comGC	2528
copA	1649
copB	153
copY	0
copZ	0
corA_1	1412
corA_2	1738
corC_1	674
corC_2	1853
cpdA_1	3092
cpdA_2	1284
crr_1	0
crtK-2	1667
csbC	2970
cshA	0
cshB	15
csp	0
cspD	0
cspL	0
cspLA_1	0
cspLA_2	0
ctc	0
ctpE_1	0
ctpE_2	798
ctsR	0
cvfB	95
cwlC	1479
cycA	412
cypC	2816
cysE	0
cysK	0
cysL	198
cysM	300
cysS	0
czcD	655
czrA	189
dacA	27805
dagK_1	2712
dagK_2	0
dapA	0
dapB	0
dapE	0
dapF	536
dapH	338
dauA	0
dcuR	0
dcuS_1	0
dcuS_2	77
ddc	576
ddl_1	0
ddl_2	2234
def_1	0
def_2	0
degA_1	117
degA_2	1
degA_3	25
deoB	0
deoC	0
deoD	0
der_1	0
der_2	0
desK	0
desR	0
dgaE	271
dgaF	542
dgaR_1	4540
dgaR_2	3399
dgaR_3	1470
dgaR_4	1665
dgaR_5	557
dgaR_6	7340
dgkA	0
dgs	0
dhaK	144
dhaL	0
dhaM	0
dhaS	0
dinB_1	2925
dinB_2	324
dinB_3	611
dinB_4	268
dinF	0
dinG_1	246
dinG_2	166
divIB	0
divIVA	0
dltA	555
dltC	0
dnaA	0
dnaB	0
dnaC	0
dnaD	1
dnaE	0
dnaG_1	0
dnaI	2
dnaJ	1
dnaK	2
dnaN	0
dnaX_1	0
dnaX_2	0
doc	0
dppC	0
dppE	454
dprA	3608
dps	0
drrA	119
dtd	306
dtd3_1	0
dtd3_2	547
dtpT_1	0
dtpT_2	105
dtxR	0
dus_1	769
dus_2	0
dut	2
dxs	16063
ecdB	0
ecfA1	0
ecfA2_1	0
ecfA2_2	0
ecfT	0
ecsA_1	138
ecsA_2	41
efp	0
emrB	714
endA	9163
engB	4
eno	0
epsF	837
epsH	0
epsJ_1	0
epsJ_2	0
epsJ_3	396
epsJ_4	0
epsL	0
epsN	146
era	0
eriC	2620
est	0
ettA_1	0
ettA_2	0
exoA	1
exuR_1	2733
exuR_2	7491
exuR_3	0
ezrA	0
fabD	0
fabF	90
fabG_1	0
fabG_2	15
fabG_3	326
fabH	0
fabI	0
fabZ_1	0
fabZ_2	0
fba	0
fbp	307
fcbA1	1398
feoB	3165
fepC	0
feuB_1	40
feuB_2	6099
feuC	166
ffh	0
fhs1	405
fhuC	0
fieF	0
fldH_1	988
fldH_2	510
fliY	0
fmnP	0
fmt	0
fni	0
fnr	864
folA_1	0
folA_2	4
folA_3	4
folD	0
folT_1	1531
folT_2	0
fosX	0
fpgS	0
fra	0
frlB_1	1063
frmB	140
frr	0
fruA_1	0
fruA_2	2216
fruA_3	1880
fruA_4	966
fruA_5	870
fsaA	0
ftsA	0
ftsE	0
ftsH	0
ftsK_1	0
ftsK_2	317
ftsL_1	0
ftsL_2	0
ftsW_1	0
ftsW_2	2733
ftsX	0
ftsY	0
ftsZ	0
fucO	3649
fur	1626
fus	0
gabR	1380
gadC_1	50
gadC_2	122
galE	0
galK_1	1174
galK_2	0
galM_1	57
galM_2	0
galT	0
ganB	912
gap_1	811
gap_2	0
garB	6341
garK	9957
gatA_1	0
gatA_2	0
gatB_1	217
gatB_2	0
gatC_1	2502
gatC_2	0
gbpA	42
gbuB	1977
gcvH	0
gdh	1018
gdhIV	4327
gdpP	278
ghrB	449
gla	0
glcK	419
glcR_1	0
glcR_2	4736
glcU_1	824
glcU_2	201
gldA	1165
glmM	0
glmS	0
glmU	43
glnA	0
glnH	0
glnM_1	0
glnM_2	192
glnP_1	74
glnP_2	0
glnQ_1	76
glnQ_2	0
glnR	7682
gloA	0
glpE_1	133
glpE_2	0
glpE_3	0
glpF	0
glpK	1380
glpO	623
glpQ_1	35
glpQ_2	0
glsA	0
gltC_1	374
gltC_2	0
gltX	0
gluP	0
glvR	0
glxK	8059
glxR	0
glyA	0
glyQ	0
glyS	0
gmk_1	0
gmk_2	238
gmuC_1	712
gmuC_2	1094
gmuD_1	643
gmuD_2	0
gmuE_1	1228
gmuE_2	1984
gmuE_3	8
gmuE_4	79
gmuF	162
gmuR	0
gnd	0
gno	0
gor	0
gph_1	0
gph_2	667
gph_3	454
gpmA_1	0
gpmA_2	128
gpsA_1	91
gpsA_2	314
gpsB	0
graR	0
graS	0
greA	0
groL	0
groS	0
grpE	0
gshAB	165
gsiC	114
gspA_1	1131
gspA_2	1
gtaB_1	0
gtaB_2	0
guaA_1	0
guaB	74
guaC	824
gyrA	0
gyrB	0
hcf136	2758
hchA	2024
hdhA	0
helD_1	1952
helD_2	216
hemN	790
hepT	2434
hflX	0
hhaIM	0
hin	0
hisS	5
hmo	154
hmpT	67
hmuU	1
hosA	356
hpaIIM	0
hpf	0
hprK	0
hpt	0
hrcA	0
hrtA_1	0
hrtA_2	364
hsdR	783
hslO	0
hslR	0
hslV	0
hssR	0
htrA	141
hupA	1
iadA	137
iap_1	4124
icaR	0
iclR	0
ileS	0
ilvE	0
immA	0
immR	443
infA	0
infB	0
infC	0
intQ_1	941
intQ_2	2466
irtA	2065
iscS_1	0
iscS_2	0
iscU	0
ispD	0
ispE	0
kbaY	677
kdgA	738
kdgK	1400
kduI1	2767
kfoC	0
kojP	6515
ktrA	3096
kup	4663
lacC_1	1359
lacC_2	0
lacD2	88
lacE_1	3189
lacE_2	367
lacF_1	389
lacF_2	511
lacF_3	76
lacF_4	94
lacF_5	311
lacF_6	1525
lacG_1	2673
lacG_2	1462
lacG_3	928
lacL	161
lacM	0
lacR_1	460
lacR_2	535
lacR_3	37
lacS	1672
lciA	0
ldh	0
ldhB	35
ldtA	54524
lepA	253
leuS	227
lexA	9
lgt	0
lhpI	4950
liaS	0
licA_1	343
licA_2	156
licC_1	3543
licC_2	4777
licH	602
licR_1	2087
licR_2	165
licT_1	1962
licT_2	0
licT_3	0
ligA_1	1
ligA_2	0
lipC	0
lipL	0
lipO_1	1
lolD	0
lon	2475
lplJ	40
lrgA	218
lrp	1
lrpC	540
lspA	0
lsrC_1	2689
lsrC_2	959
ltaS1_1	445
ltaS1_2	0
ltaS1_3	2155
ltrA_1	0
ltrA_2	0
ltrA_3	0
ltrA_4	0
luxA	0
luxS	0
lysA	0
lysS	0
lytA_1	0
lytA_2	3716
lytA_3	52472
lytA_4	0
lytG	0
lytR_1	0
lytR_2	0
maa	0
maf	2118
malF	7149
malG	496
malH	1432
malL_1	2108
malL_2	2501
malP	936
manP	8479
manR_1	2078
manR_2	299
manX_1	2062
manX_2	37
manX_3	0
manX_4	0
manX_5	0
manZ_1	1982
manZ_2	0
manZ_3	4625
manZ_4	0
manZ_5	82
manZ_6	2987
map	0
mapP	1357
mapZ	367
marR	0
mazE	0
mazF	103
mccF	62
mdxE	445
mecA	0
melR	758
menA	3077
menH_1	22
menH_2	1306
mepM_1	144
mepM_2	1830
metB	0
metE	31
metG	0
metK	0
metN2	523
metN_1	0
metN_2	0
metP_1	0
metP_2	151
metP_3	0
metQ_1	0
metQ_2	822
metQ_3	0
mfd	337
mfpA	1578
mglA	43
mgsA	0
mgsR	150
mgtA	2619
mgtB	0
mgtE	1095
mhqA	0
mhqD	0
miaA	0
misCA	80
mleS	4901
mltG	123
mngA	140
mngB	1663
mngR	121
mnmA	0
mnmE	0
mnmG_1	0
mnmG_2	920
mntB_1	245
mntB_2	3703
mntH	3372
mntR	770
moeZ	0
mprA	17
mprF_1	2575
mprF_2	528
mraY	0
mraZ	0
mreC	0
mrnC	0
mro_1	299
mro_2	153
mrp	286
mscL	4992
mshD_1	0
mshD_2	502
msmE	0
msrA_1	3228
msrA_2	0
msrB	0
msrC	60
msrR_1	0
msrR_2	0
mta	377
mtlA_1	0
mtlA_2	311
mtlA_3	0
mtlD	2135
mtlF_1	4
mtlF_2	1423
mtlR_1	547
mtlR_2	3515
mtnB	0
mtnN	0
murA1_1	3
murA1_2	173
murB	36
murC	0
murD	0
murE	0
murF_1	43
murF_2	0
murG	0
murI	0
murJ_1	0
murJ_2	4268
murJ_3	634
murQ	364
murR_1	15196
murR_2	4196
mutL	170
mutM	0
mutS2_1	161
mutS2_2	27
mutS_1	2598
mutS_2	1470
mutY	686
mvaA	0
mvaS	0
nadD	0
nadE	7
nadR	90
nagA	913
nagB	47
nagE	1376
nanE_1	0
napA	194
natA_1	0
natA_2	0
natA_3	1048
natA_4	48
ndk	1954
ndoA	0
ndvA	876
nfo_1	14715
nfo_2	572
nhaC_1	0
nhaC_2	0
nhaC_3	2587
nhaC_4	89
nhaC_5	0
nhaK	4902
niaX	0
nirC	392
nlhH	272
nnrD	11437
nodM	667
norG	2357
noxE	938
nox_1	0
nox_2	1001
npr_1	3654
npr_2	0
nrdD	3028
nrdE1	1225
nrdF	0
nrdG	25
nrdH	0
nrdR	0
nrnA	0
ntcA	1601
nth	0
ntpA	0
ntpB	0
ntpC	174
ntpD	0
ntpG	0
ntpJ_1	30
ntpJ_2	1162
ntpK	0
nupC	328
nusA	0
nusB	0
nusG	0
nylA	0
oatA	0
obg	0
ogt	0
ohrA	0
ohrB_1	0
ohrR	85
oppB	0
oppD_1	2
oppD_2	49
oppF_1	466
oppF_2	227
opuAA	216
opuBB	0
opuCA_1	1319
opuCA_2	0
opuCB	191
opuCC	391
opuCD	3895
oxyR	428
padC	431
paiA	729
panE	0
panT_1	0
panT_2	0
parB	0
parC	0
parE	0
patA_1	3970
patA_2	193
patB	342
pbp	0
pbpF	86
pbpX_1	335
pbpX_2	0
pbuG	0
pbuO	0
pcp	452
pcrA	82
pdhA	0
pdhB	0
pdhC	0
pdhD	0
pdp	164
pdxK	0
pehX	0
pelX	970
pemA	2472
pemK	1593
penA	0
pepA	471
pepC	216
pepF1_1	134
pepF1_2	878
pepO	1812
pepQ	0
pepS	1683
pepT	46
pepV	481
perR	428
pezT	36
pfkA	0
pfkB	1511
pflA	0
pflB	1763
pgaC	303
pgcA	4
pgdA	0
pgdS	1
pgi	0
pgk	0
pglA	271
pglF	141
pglH_1	0
pglH_2	117
pgl_1	2125
pgl_2	63
pgmB	0
pgpH	108
pgsA	0
pgsA1	579
phaJ	0
pheA	68
pheS	0
pheT_1	0
pheT_2	0
phnW	11758
phnX_1	0
phnX_2	236
phoP	0
phoR_1	435
phoR_2	0
phoR_3	775
phoR_4	0
phoU	0
pimA	82
pinR	80
pisA	0
plsC	0
plsX	0
plsY	0
pncB2	0
pnp	13
pnuC	339
polA	0
polC_1	0
polC_2	0
ponA_1	0
ponA_2	583
por_1	0
por_2	2186
potA_1	42
potB	0
potD	1
pox5	1586
ppaC	18
pphA	3097
ppm1	0
ppnKA	0
prfA	0
prfB	0
prfC	277
priA	0
prkC	2009
prmA	427
prmC_1	0
prmC_2	30
proA	0
proB	0
proC	0
proS	0
proX_1	0
proX_2	5
prs	0
prs2	61
prsA_1	0
prsA_2	560
prsA_3	89
pspB_1	0
pspB_2	0
pspB_3	143
pstA	0
pstB3_1	0
pstB3_2	0
pstC1	0
pstS1_1	0
pstS1_2	598
pta	0
pth	0
ptsG_1	4255
ptsG_2	247
ptsG_3	0
ptsH	0
ptsI	113
pucK	4073
punA	50
purA	0
purB	936
purC	254
purD	316
purE	0
purF	0
purH	404
purK	0
purL	237
purM	0
purN	0
purQ	0
purR_1	0
purR_2	80
purS	0
puuD	0
puuR	1
pyk	31
pyrB	0
pyrC	0
pyrDA	227
pyrDB	0
pyrE	0
pyrF	0
pyrG	3651
pyrH	0
pyrK_1	187
pyrK_2	0
pyrP	735
pyrR	0
qorB	21123
queA	3
queG	225
queT_1	257
queT_2	67
radA	2655
rapA	2369
rasP	0
rbbA	378
rbfA	0
rbgA	37
rbn_1	0
rbsD	373
rbsK/rbiA	265
rbsR	2891
rclA	2058
recA	0
recD2	551
recF	0
recG	0
recJ	0
recN	1121
recO	0
recQ_1	357
recQ_2	89
recR	64
recU	0
recX	0
relA	0
repD	919
repN	278
rex_1	0
rex_2	1815
rfbA	0
rfbC	0
rhaA	1283
rhaB	53
rhaD	0
rhaM	33
rhgT	0
rho	0
ribF	34
ribX	919
ribZ_1	0
ribZ_2	11270
ricR	0
rifL	1355
rihB	60
rimI_1	75
rimI_2	84
rimM	0
rimP	0
rlmA	470
rlmCD_1	0
rlmCD_2	0
rlmH	166
rlmI	1290
rlmL	0
rlmN	0
rluB_1	317
rluB_2	0
rluD_1	119
rluD_2	0
rluD_3	0
rmd	0
rmlB	0
rmlD	0
rnc	0
rnhA	0
rnhB	267
rnhC	0
rnj1	0
rnj2	0
rnmV	0
rnpA	53
rnr	0
rny_1	0
rny_2	531
rnz	25
rodA	2
rpe_1	0
rph	0
rpiA	0
rplA	0
rplB	0
rplC	0
rplD	0
rplE	0
rplF	0
rplGA	0
rplI	0
rplJ	0
rplK	0
rplL	0
rplM	0
rplN	0
rplO	0
rplP	0
rplQ	0
rplR	0
rplS	0
rplT	0
rplU	0
rplV	0
rplW	0
rplX	0
rpmA	0
rpmB	0
rpmC	0
rpmD	0
rpmE2	0
rpmF_1	3328
rpmF_2	0
rpmG2	0
rpmGA_1	90
rpmGA_2	0
rpmH	0
rpmI	0
rpmJ	0
rpoA	0
rpoB	0
rpoC	1
rpoE	235
rpoN1	161
rpoZ	0
rppH	74
rpsA	159
rpsB	1
rpsC	0
rpsD	0
rpsE	0
rpsF	0
rpsG	0
rpsH	0
rpsI	0
rpsJ	0
rpsK	0
rpsL	0
rpsM	0
rpsN1	0
rpsN2_1	909
rpsN2_2	1915
rpsO	0
rpsP	0
rpsQ	0
rpsR	0
rpsS	7
rpsT	0
rpsU	0
rsfS	211
rsgA	0
rsiV	85
rsmA_1	0
rsmA_2	308
rsmB	0
rsmC	126
rsmD	72
rsmE	1628
rsmF	3337
rsmG	0
rsmH_1	0
rsmH_2	0
rsmI	237
rspR_1	134
rspR_2	804
rsuA	630
ruvA	0
ruvB	206
sacA	155
sacY	0
sbcC	179
sbcD	55
scpA	0
scpB	0
sdhA	257
sdhB	0
sdrD	121
secA	0
secE	0
secG	0
secY	0
sepF	0
serS	0
sfsA	79
sgbE	0
sigA	0
sigH	0
sigV	0
sipV	0
sle1	0
smc_1	2680
smc_2	0
smc_3	301
smc_4	1716
smc_5	0
smc_6	4903
smpB	0
sodA	0
soj_1	0
soj_2	0
soj_3	0
soj_4	0
sorA_1	0
sorA_2	0
sorA_3	0
sorB_1	0
sorB_2	0
sorC_1	781
sorC_2	236
sorF	0
soxS	396
spoIIIE	0
sppA	75
spsB	0
spxA_1	171
spxA_2	0
spxA_3	0
spxA_4	1797
spxA_5	149
srlA	148
srlB	1675
srlE	3308
srlR	0
srrA_1	0
srrA_2	0
srrB	2318
ssaB_1	209
ssaB_2	169
ssb_1	1
ssb_2	802
sstT	3289
ssuB	0
steT_1	6713
steT_2	145
stp	679
sttH	0
sufB_1	0
sufB_2	0
sufS	0
sugC	511
sugE	107
suhB	0
tadA_1	0
tadA_2	0
tag	2995
tagG	0
tagH	0
tagO	55
tcyP	0
tdk	329
tee6	1357
tetA	76
tetR	0
tgt	823
thiD	0
thiI	487
thiN	0
thiO	2870
thiT	453
thiY	219
thlA	0
thrB	0
thrS	0
thyA	0
tig	134
tilS	0
tkt	2
tlyA	0
tmk	0
tmpC	1203
topA	0
topB_1	701
topB_2	1348
topB_3	212
tpiA	0
tqsA_1	461
tqsA_2	951
tqsA_3	2033
tqsA_4	654
treA	62
treB	1577
treP_1	1069
treR	2222
trmB	0
trmD	0
trmFO	293
trmK	0
trmL	362
trpS2	0
truA	73
truB	0
trxA_1	70
trxA_2	0
trxB	0
tsaB	0
tsaD	7
tsaE	44
tsf	0
tuf_1	0
tuf_2	1
typA	0
tyrA	1785
tyrS1	0
ubiB	5940
ubiE_1	113
ubiE_2	199
udk	2123
ugd	276
ugl_1	180
ugl_2	21
ugpB	3001
ulaA_1	0
ulaA_2	0
ulaB_1	0
ulaB_2	0
ulaC	1019
ulaD	32
ulaE	4402
ulaG	0
ung	0
upp	0
uppP	0
uppS	0
uvrA	721
uvrB	586
uvrC_1	0
uvrC_2	0
uxaA	493
uxaB	90
uxaC	454
uxuA_1	1033
uxuA_2	0
valS	1
vanA_1	0
vanA_2	0
vanH_1	0
vanH_2	0
vanX_1	0
vanX_2	0
vioD	68
vraR	0
walK_1	0
walK_2	0
walK_3	0
walK_4	0
walR_1	0
walR_2	0
walR_3	0
wbbD	0
wbbL	0
wbgU_1	0
wbgU_2	276
wecA	0
whiA	0
xerC_1	1
xerC_2	379
xerC_3	956
xerC_4	895
xerD_1	0
xerD_2	2374
xerD_3	0
xerS_1	517
xpkA_1	0
xpkA_2	2206
xpkA_3	4
xpt	0
xre	0
xseA	76
xseB	0
xylB_1	920
xylB_2	0
xylF	0
xylG	1090
xylH	1172
xynB	1687
yabA	0
yacL	1088
yadH	4757
ybaK_1	151
ybaK_2	0
ybbH_1	0
ybbH_2	195
ybdH	3975
ybeY	0
ybhF	961
ybhL	0
ybiT_1	91
ybiT_2	1507
ybiT_3	165
ybjG	51
ycaM	2669
yccF	87
yceM	648
ychF	91
yciC	394
ycjO	967
ycjP	2287
yckB	748
yclM	43
yclQ	145
ydbD	587
ydcP_1	856
ydcP_2	193
ydcV	0
yddE	355
ydeA	2288
ydfK	315
ydhF	0
ydjZ	1422
yecD_1	637
yecD_2	0
yecD_3	1297
yecS_1	171
yecS_2	1444
yehU_1	1100
yehU_2	0
yesO	0
yesS	1516
yfbR	195
yfdH	15
yfiC	0
yfiY	512
yfkJ	0
yfkN	220
yfmL	126
yfmO_1	1789
yfmO_2	497
yfnB_1	268
yfnB_2	209
ygaZ_1	52
ygaZ_2	43
ygfA	0
yghA	72
yhaM	0
yhaO	0
yhaX	0
yhdG	586
yhdN	0
yheH	16085
yheI	16839
yheS_1	1573
yheS_2	1987
yhfK	0
yhhX	3692
yidA_1	332
yidA_2	0
yidA_3	0
yidC	0
yifK	811
yigZ	1496
yitU	31
yjaB	0
yjbK	2809
yjbM	0
yjcD	3420
yjhB_1	286
yjhB_2	0
yjhB_3	151
yjiA	553
yjlD	4923
yjmB	3758
yknY_1	616
